title;url;source_id
Nobby žaislas mėtų kvapo kamuoliukas su virve šunims : Žaislų dydžiai - 44 cm;https://vet1.lt/p/nobby-zaislas-metu-kvapo-kamuoliukas-su-virve-sunims#/zaislu_dydziai-44_cm;8608efc5-f863-53af-8986-9cd7e6464edb
Monge Natural konservai su tunu, vištiena ir kukurūzais katėms : Pakuotė konservas - 80 g;https://vet1.lt/p/monge-natural-konservai-su-tunu-vistiena-ir-kukuruzais-katems#/pakuote_konservas-80_g;e1ede697-91e2-5004-8651-1f8e7c907db5
KONG Core Strength lankas žaislas šunims : Žaislų dydžiai - S/M;https://vet1.lt/p/kong-core-strength-lankas-zaislas-sunims#/zaislu_dydziai-s_m;9dbc9672-29c4-5d2f-833c-70ca5720b6c9
NBF Lanes Ribes Pet Recovery pašaro papildas šunims ir katėms : Pakuotė papildai - 60 tabl.;https://vet1.lt/p/nbf-lanes-ribes-pet-recovery-pasaro-papildas-sunims-ir-katems#/pakuote_papildai-60_tabl;edee3bdd-2901-579b-add3-5055c8f6d433
Brit Care Cat Calming begrūdžiai skanėstai katėms : Skanėstų kiekiai - 50 g;https://vet1.lt/p/brit-care-cat-calming-begrudziai-skanestai-katems#/skanestu_kiekiai-50_g;1337d363-62a3-51b0-8e67-b6830a0032cb
Brit Veterinary Diets Gastrointestinal konservai katėms : Pakuotė konservas - 200 g;https://vet1.lt/p/brit-veterinary-diets-gastrointestinal-konservai-katems#/pakuote_konservas-200_g;98403eab-bc7a-53d0-bfad-e03aa47247af
Belcando Junior konservai su vištiena ir morkomis jauniems šunims : Pakuotė konservas - 125 g;https://vet1.lt/p/belcando-junior-konservai-su-vistiena-ir-morkomis-sunims#/pakuote_konservas-125_g;244a5a3d-1d23-546a-bec0-dceddf0e707d
Oasy Delicatesse paštetas su lašiša suaugusioms katėms : Pakuotė konservas - 85 g;https://vet1.lt/p/oasy-delicatesse-pastetas-su-lasisa-suaugusioms-katems#/pakuote_konservas-85_g;8d0d37d4-ed9f-5635-8f1c-55994bb47f4f
Gloria Brutus minkštas žaislas šunims : Žaislų dydžiai - 21 cm;https://vet1.lt/p/gloria-brutus-minkstas-zaislas-sunims#/zaislu_dydziai-21_cm;cc46cbe7-0787-5640-9880-84205b88946b
Oasy guliašas su lašiša suaugusioms katėms : Pakuotė konservas - 70 g;https://vet1.lt/p/oasy-guliasas-su-lasisa-suaugusioms-katems#/pakuote_konservas-70_g;92987024-e25c-5a88-90ce-6ccddb30aa89
KONG trikampis žaidimų kilimėlis katėms : Kilimėlių dydžiai - 37 x 24 cm;https://vet1.lt/p/kong-trikampis-zaidimu-kilimelis-katems#/kilimeliu_dydziai-37_x_24_cm;2db08ead-596e-575e-bddb-9b96532ff7fe
Perrito jautienos lazdelės skanėstai šunims : Pakuotė skanėstai - 100 g;https://vet1.lt/p/perrito-jautienos-lazdeles-skanestai-sunims#/pakuote_skanestai-100_g;1de0e9f3-7214-5cc9-b134-e0662a77027e
Carnilove skanėstai su strutiena ir gervuogėmis šunims : Pakuotė skanėstai - 200 g;https://vet1.lt/p/carni-love-skanestai-su-strutiena-ir-gervuogemis-sunims#/pakuote_skanestai-200_g;93966b78-693a-5bba-af30-86e5a38c83b6
Camon guminis kamuoliukas su garsu šunims : Žaislų dydžiai - 8.5 cm;https://vet1.lt/p/camon-guminis-kamuoliukas-su-garsu-sunims#/zaislu_dydziai-85_cm;105c4f26-9a09-5ea7-8992-544aef5c591e
Camon dubenėliai su stovu : Dubenėlių dydžiai - 1,9 L;https://vet1.lt/p/camon-dubeneliai-su-stovu#/dubeneliu_dydziai-19_l;90b93d7b-3ce2-5de0-8096-3fce2447086e
Nobby pliušinis brokolis žaislas šunims : Kiekis - 1 vnt.;https://vet1.lt/p/nobby-pliusinis-brokolis-zaislas-sunims#/kiekis-1_vnt;4492b422-3854-53f8-a74c-a83d041e8634
Churu Cat Bites Chicken Tuna Scallop skanėstai katėms : Pakuotė skanėstai - 30 g;https://vet1.lt/p/churu-cat-bites-chicken-tuna-scallop-skanestai-katems#/pakuote_skanestai-30_g;b568faf6-7df5-5b9b-8c25-eba78b3ef8f2
Specific CT-SC Special Care skanėstai šunims : Pakuotė skanėstai - 300 g;https://vet1.lt/p/specific-ct-sc-special-care-skanestai-sunims#/pakuote_skanestai-300_g;5ccf69df-42e7-5e94-8223-5383b6681b9a
KONG guminis kaulas šunims : Žaislų dydžiai -  13 cm;https://vet1.lt/p/kong-guminis-zaislas-sunims#/zaislu_dydziai-13_cm;c4aa5bf5-97b4-5c33-9f5d-6874c2c3e731
Flamingo Rina Beige draskyklė katėms : Draskyklių išmatavimai - 50,5x30x48 cm;https://vet1.lt/p/flamingo-rina-beige-draskykle-katems#/draskykliu_ismatavimai-505x30x48_cm;bee5fc46-c2e2-5350-b4ad-b54fe6ba94c5
Bubimex Neutral šampūnas šunims ir katėms : Šampūnai/ kondicionieriai - 250 ml;https://vet1.lt/p/bubimex-neutral-sampunas-sunims-ir-katems#/sampunai_kondicionieriai-250_ml;35afc006-1a23-576e-b509-8ff51d6fe2c8
Oasy Adult Mini Rabbit vieno baltymo konservai su triušiena mažų veislių šunims : Pakuotė konservas - 200 g;https://vet1.lt/p/oasy-adult-mini-rabbit-vieno-baltymo-konservai-su-triusiena-mazu-veisliu-sunims#/pakuote_konservas-200_g;a240e192-6cb5-5d2c-9abe-3840dd690b6b
Nobby Matatabi žaislas ant pagalio su plunksnomis katėms : Žaislų dydžiai - 12 cm;https://vet1.lt/p/nobby-matatabi-zaislas-ant-pagalio-su-plunksnomis-katems#/zaislu_dydziai-12_cm;75d8f52b-30f9-5be5-9bc1-aab38de7a9e2
Camon dvigubas spalvotas dubenėlis katėms : Dubenėlių dydžiai - 26 x 13,5 cm;https://vet1.lt/p/camon-dvigubas-spalvotas-dubenelis-katems#/dubeneliu_dydziai-26_x_135_cm;6d5a0c61-ec85-50a7-bc3e-f19ece9e03f1
Brit Veterinary Diets Recovery konservai šunims ir katėms : Pakuotė konservas - 400 g;https://vet1.lt/p/brit-gf-veterinary-diets-recovery-konservai-sunims-ir-katems#/pakuote_konservas-400_g;06c44ada-9cc0-58bd-9027-e5ba5023a1ed
Petino drėgnos servetėlės ausų ir akių sričiai : Kiekis - 20 vnt.;https://vet1.lt/p/petino-dregnos-serveteles-ausu-ir-akiu-sriciai#/kiekis-20_vnt;f229db50-ab3a-510b-ae31-feb2a0a16bd0
Rinti Kennerfleisch Lamb konservai su ėriena šunims : Pakuotė konservas - 800 g;https://vet1.lt/p/rinti-kennerfleisch-lamb-konservai-su-eriena-sunims#/pakuote_konservas-800_g;18065e4d-9385-5698-8381-80fc80b11f7b
Camon masažinė pirštinė surenkanti plaukus šunims : Šukų tipai - Vidutinio tankumo;https://vet1.lt/p/camon-masazine-pirstine-surenkanti-plaukus-sunims#/suku_tipai-vidutinio_tankumo;ce84ef0b-ef7c-5f92-9c7f-0d80bcdb0aaa
Oasy guliašas su tunu ir krevetėmis suaugusioms katėms : Pakuotė konservas - 70 g;https://vet1.lt/p/oasy-guliasas-su-tunu-ir-krevetemis-suaugusioms-katems#/pakuote_konservas-70_g;6c33aa95-5a83-5f83-a111-fc4be5a28fc1
Nobby Matatabi pliušinė voverė žaislas katėms : Žaislų dydžiai - 27 cm;https://vet1.lt/p/nobby-matatabi-pliusine-vovere-zaislas-katems#/zaislu_dydziai-27_cm;7f5eeb39-ff56-5469-953e-638353b04b59
Camon žaislas medvilninis kamuoliukas šunims : Žaislų dydžiai - 7.5 cm;https://vet1.lt/p/camon-zaislas-medvilninis-kamuoliukas-sunims#/zaislu_dydziai-75_cm;d98190dd-8aaf-5683-9a61-fd659b6f388b
Club 4 Paws Premium Selection konservai su kalakutiena kreminėje morkų sriuboje suaugusioms katėms : Pakuotė konservas - 80 g;https://vet1.lt/p/club-4-paws-premium-selection-konservai-su-kalakutiena-kremineje-morku-sriuboje-suaugusioms-katems#/pakuote_konservas-80_g;d024fee1-187f-57b2-88cc-23bd73d8f368
Nobby Infinity kartoninė draskyklė katėms : Draskyklių išmatavimai - 78 x 22 x 25 cm;https://vet1.lt/p/nobby-infinity-kartonine-draskykle-katems#/draskykliu_ismatavimai-78_x_22_x_25_cm;c0537313-3a48-5bf8-8c67-4147885ce9e9
Nobby tigrinė gyvatė ant pagaliuko žaislas katėms : Kiekis - 1 vnt.;https://vet1.lt/p/nobby-tigrine-gyvate-ant-pagaliuko-zaislas-katems#/kiekis-1_vnt;2d15fa6a-104c-507d-ada9-85146848a886
Leonardo Senior Chicken guliašas su vištiena vyresnio amžiaus katėms : Pakuotė konservas - 85 g;https://vet1.lt/p/leonardo-senior-chicken-guliasas-su-vistiena-vyresnio-amziaus-katems#/pakuote_konservas-85_g;0b6457dd-af19-524b-900c-016e98bc5035
Club 4 Paws Premium guliašas su vištiena padaže katėms : Pakuotė konservas - 85 g;https://vet1.lt/p/club-4-paws-premium-guliasas-su-vistiena-padaze-katems#/pakuote_konservas-85_g;73d640af-1a7a-5d3a-b7f3-675722cc96ef
Scruffs Seattle guolis šunims : Dydžiai - M, Guolių spalvos - Pilkas;https://vet1.lt/p/scruffs-seattle-guolis-sunims#/dydziai-m/guoliu_spalvos-pilkas;4415edb6-4071-5cc1-bf75-e3ad2cf97a3f
Scruffs Seattle guolis šunims : Dydžiai - M, Guolių spalvos - Žalias;https://vet1.lt/p/scruffs-seattle-guolis-sunims#/guoliu_spalvos-zalias/dydziai-m;67b0f948-7559-5b94-9065-27d4aaad6cbb
Scruffs Seattle guolis šunims : Dydžiai - XL, Guolių spalvos - Pilkas;https://vet1.lt/p/scruffs-seattle-guolis-sunims#/dydziai-xl/guoliu_spalvos-pilkas;ff9a5fcd-1f8a-50cb-a1ee-2a1db0a5336d
Scruffs Seattle guolis šunims : Dydžiai - XL, Guolių spalvos - Žalias;https://vet1.lt/p/scruffs-seattle-guolis-sunims#/guoliu_spalvos-zalias/dydziai-xl;05930e09-c8bb-5872-82a2-73a16016cb8a
Dermoscent Essential 6  lašai odai ir kailiui šunims : Gyvūno svoris - iki 10 kg, Valikliai/lašai kiekiai - N4;https://vet1.lt/p/dermoscent-essential-6-lasai-odai-ir-kailiui-sunims#/gyvuno_svoris-iki_10_kg/valikliai_lasai_kiekiai-n4;ddba5a2f-82b2-5a99-a1e0-01584a3e32bb
Dermoscent Essential 6  lašai odai ir kailiui šunims : Gyvūno svoris - nuo 10 iki 20 kg, Valikliai/lašai kiekiai - N4;https://vet1.lt/p/dermoscent-essential-6-lasai-odai-ir-kailiui-sunims#/gyvuno_svoris-nuo_10_iki_20_kg/valikliai_lasai_kiekiai-n4;3d791bae-beee-55cb-a115-e2dd881c642d
Dermoscent Essential 6  lašai odai ir kailiui šunims : Gyvūno svoris - nuo 20 iki 40 kg, Valikliai/lašai kiekiai - N4;https://vet1.lt/p/dermoscent-essential-6-lasai-odai-ir-kailiui-sunims#/gyvuno_svoris-nuo_20_iki_40_kg/valikliai_lasai_kiekiai-n4;92068917-de25-59b8-aae8-022eff579b5c
Zverlit kraikas grūdelių plotis apie 4 mm : Kraiko pak. - 6 kg, Kvapas - Aromatizuotas;https://vet1.lt/p/zverlit-kraikas-grudeliu-plotis-apie-4-mm#/kraiko_pak-6_kg/kvapas-aromatizuotas;f27de800-ad89-5730-b3b3-7a295d11b958
Zverlit kraikas grūdelių plotis apie 4 mm : Kraiko pak. - 10 kg, Kvapas - Aromatizuotas;https://vet1.lt/p/zverlit-kraikas-grudeliu-plotis-apie-4-mm#/kvapas-aromatizuotas/kraiko_pak-10_kg;27b3c2d7-d146-5234-9fa3-625a67dc8fe4
Zverlit kraikas grūdelių plotis apie 4 mm : Kraiko pak. - 6 kg, Kvapas - Be aromato;https://vet1.lt/p/zverlit-kraikas-grudeliu-plotis-apie-4-mm#/kvapas-be_aromato/kraiko_pak-6_kg;22ae260d-a982-59e4-af35-1732ef4b6e40
Zverlit kraikas grūdelių plotis apie 4 mm : Kraiko pak. - 10 kg, Kvapas - Be aromato;https://vet1.lt/p/zverlit-kraikas-grudeliu-plotis-apie-4-mm#/kvapas-be_aromato/kraiko_pak-10_kg;619a12dd-bfc7-5976-b45d-cbb5f219cc46
Nobby kačių kraiko surinkimo kilimėlis : Kilimėlių dydžiai - 39 x 60 cm, Kilimėlių spalvos - Pilka;https://vet1.lt/p/nobby-kaciu-kraiko-surinkimo-kilimelis#/kilimeliu_spalvos-pilka/kilimeliu_dydziai-39_x_60_cm;560c4637-5ba2-5aa9-8861-91ef5fdd07a2
Nobby kačių kraiko surinkimo kilimėlis : Kilimėlių dydžiai - 39 x 60 cm, Kilimėlių spalvos - Juoda;https://vet1.lt/p/nobby-kaciu-kraiko-surinkimo-kilimelis#/kilimeliu_dydziai-39_x_60_cm/kilimeliu_spalvos-juoda;b7781893-cb9d-547a-8c3c-d00c07fee387
Recobed Sofa Bukla guolis šunims : Guolių dydžiai - S, Spalvos - Smėlio;https://vet1.lt/p/recobed-sofa-bukla-guolis-sunims#/spalvos-smelio/guoliu_dydziai-s;9785e60b-501d-53f4-a6d3-2ded354848ef
Recobed Sofa Bukla guolis šunims : Guolių dydžiai - M, Spalvos - Smėlio;https://vet1.lt/p/recobed-sofa-bukla-guolis-sunims#/spalvos-smelio/guoliu_dydziai-m;193fb82b-4389-53d1-a7a4-8ba39b27d5dc
Recobed Sofa Bukla guolis šunims : Guolių dydžiai - L, Spalvos - Smėlio;https://vet1.lt/p/recobed-sofa-bukla-guolis-sunims#/spalvos-smelio/guoliu_dydziai-l;43053047-8a89-5f66-8548-077cb6cf1857
Recobed Sofa Bukla guolis šunims : Guolių dydžiai - S, Spalvos - Pilka;https://vet1.lt/p/recobed-sofa-bukla-guolis-sunims#/spalvos-pilka/guoliu_dydziai-s;a7673dd0-b0b7-545e-ba53-61df498f2048
Camon kvapų šalinimo milteliai - dezodorantas kačių kraiko dėžutėms : Kvepalų kvapai - Vanilės, Purškalai - 400 g;https://vet1.lt/p/camon-kvapu-salinimo-milteliai-dezodorantas-kaciu-kraiko-dezutems#/kvepalu_kvapai-vaniles/purskalai-400_g;a6394f91-34f3-5a8b-bdca-b28f747b9ae5
Camon kvapų šalinimo milteliai - dezodorantas kačių kraiko dėžutėms : Kvepalų kvapai - Rožių, Purškalai - 400 g;https://vet1.lt/p/camon-kvapu-salinimo-milteliai-dezodorantas-kaciu-kraiko-dezutems#/purskalai-400_g/kvepalu_kvapai-roziu;b2944f2e-958d-56fa-a702-6dd81e6645de
Recobed Ponton Baltic guolis šunims : Guolių dydžiai - S, Spalvos - Šviesiai pilka;https://vet1.lt/p/recobed-ponton-baltic-guolis-sunims#/spalvos-sviesiai_pilka/guoliu_dydziai-s;555ee458-5148-5335-a188-6377ef749b60
Recobed Ponton Baltic guolis šunims : Guolių dydžiai - S, Spalvos - Ruda;https://vet1.lt/p/recobed-ponton-baltic-guolis-sunims#/spalvos-ruda/guoliu_dydziai-s;2aab2175-3edb-559c-96c0-e74e463bffa1
Recobed Ponton Baltic guolis šunims : Guolių dydžiai - M, Spalvos - Šviesiai pilka;https://vet1.lt/p/recobed-ponton-baltic-guolis-sunims#/spalvos-sviesiai_pilka/guoliu_dydziai-m;6c22fcb0-802c-5b85-a98d-27b6cf570130
Recobed Ponton Baltic guolis šunims : Guolių dydžiai - L, Spalvos - Šviesiai pilka;https://vet1.lt/p/recobed-ponton-baltic-guolis-sunims#/spalvos-sviesiai_pilka/guoliu_dydziai-l;b8985cc6-4a42-565b-8713-7423dbf422dd
BioPlanet silikagelio kraikas katėms : Kraiko pak. - 3.8l, Kvapas - Be aromato;https://vet1.lt/p/bioplanet-silikagelio-kraikas-katems#/kraiko_pak-38l/kvapas-be_aromato;0b2f80d4-ebcf-5fe6-b465-537bfe51ed02
BioPlanet silikagelio kraikas katėms : Kraiko pak. - 3.8l, Kvapas - Levandų;https://vet1.lt/p/bioplanet-silikagelio-kraikas-katems#/kraiko_pak-38l/kvapas-levandu;e826a8a9-ae74-58b9-ac2d-ccad14498948
BioPlanet silikagelio kraikas katėms : Kraiko pak. - 3.8l, Kvapas - Vaikiškos pudros;https://vet1.lt/p/bioplanet-silikagelio-kraikas-katems#/kraiko_pak-38l/kvapas-vaikiskos_pudros;98a9036b-3b51-5e77-a326-dd18bc4d2400
Frontline Tri-Act antiparazitinis užlašinamasis tirpalas šunims : Gyvūno svoris - nuo 5 iki 10 kg;https://vet1.lt/p/frontline-tri-act-antiparazitinis-uzlasinamasis-tirpalas-sunims#/gyvuno_svoris-nuo_5_iki_10_kg;d560d30d-1341-5a89-9e36-e4f1a5fca73d
Frontline Tri-Act antiparazitinis užlašinamasis tirpalas šunims : Gyvūno svoris - nuo 10 iki 20 kg;https://vet1.lt/p/frontline-tri-act-antiparazitinis-uzlasinamasis-tirpalas-sunims#/gyvuno_svoris-nuo_10_iki_20_kg;404f32c6-baf2-5287-ae1e-e5e98e64e6bb
Frontline Tri-Act antiparazitinis užlašinamasis tirpalas šunims : Gyvūno svoris - nuo 20 iki 40 kg;https://vet1.lt/p/frontline-tri-act-antiparazitinis-uzlasinamasis-tirpalas-sunims#/gyvuno_svoris-nuo_20_iki_40_kg;f4d86cd8-039e-522c-8881-498b4e887fad
Frontline Tri-Act antiparazitinis užlašinamasis tirpalas šunims : Gyvūno svoris - nuo 2 iki 5 kg;https://vet1.lt/p/frontline-tri-act-antiparazitinis-uzlasinamasis-tirpalas-sunims#/gyvuno_svoris-nuo_2_iki_5_kg;faaf55fd-6766-57f5-90a8-4e188817ef36
Outward Hound Fun Feeder lėto valgymo dubenėlis šunims : Dubenėlių dydžiai - S, Spalvos - Mėlyna;https://vet1.lt/p/outward-hound-fun-feeder-leto-valgymo-dubenelis-sunims#/spalvos-melyna/dubeneliu_dydziai-s;eaeeb1c1-2975-5cd9-bddd-0be5032b526e
Outward Hound Fun Feeder lėto valgymo dubenėlis šunims : Dubenėlių dydžiai - XS, Spalvos - Žalia;https://vet1.lt/p/outward-hound-fun-feeder-leto-valgymo-dubenelis-sunims#/spalvos-zalia/dubeneliu_dydziai-xs;0bf4cb62-04e8-5e2a-a1b2-524fff71c53e
KONG Tugger Knots minkštas žaislas šunims : Dydžiai - S/M, Spalvos - Violetinė;https://vet1.lt/p/kong-tugger-knots-minkstas-zaislas-sunims#/spalvos-violetine/dydziai-s_m;49f5152b-0f0a-50e2-b981-12c186661d41
KONG Tugger Knots minkštas žaislas šunims : Dydžiai - S/M, Spalvos - Ruda;https://vet1.lt/p/kong-tugger-knots-minkstas-zaislas-sunims#/spalvos-ruda/dydziai-s_m;2c992cca-26fa-5148-b4a7-aa13ca716b10
KONG Tugger Knots minkštas žaislas šunims : Spalvos - Ruda, Žaislų dydžiai - M/L;https://vet1.lt/p/kong-tugger-knots-minkstas-zaislas-sunims#/spalvos-ruda/zaislu_dydziai-m_l;730d6387-a811-5893-b71c-c1dd68667fe9
Recobed Cave Velour namelis katėms : Guolių dydžiai - S, Spalvos - Pilka;https://vet1.lt/p/recobed-cave-velour-namelis-katems#/spalvos-pilka/guoliu_dydziai-s;e1573c9a-18cd-5bb7-b66f-4be0eda28d2e
Recobed Cave Velour namelis katėms : Guolių dydžiai - M, Spalvos - Pilka;https://vet1.lt/p/recobed-cave-velour-namelis-katems#/spalvos-pilka/guoliu_dydziai-m;6d0c3aa5-8cd6-506a-892b-0eee4538a51d
Recobed Cave Velour namelis katėms : Guolių dydžiai - S, Spalvos - Smėlio;https://vet1.lt/p/recobed-cave-velour-namelis-katems#/spalvos-smelio/guoliu_dydziai-s;3a1a33b6-28fa-5b52-af37-ace1d8055d9f
Recobed Cave Velour namelis katėms : Guolių dydžiai - M, Spalvos - Smėlio;https://vet1.lt/p/recobed-cave-velour-namelis-katems#/spalvos-smelio/guoliu_dydziai-m;48c7f8aa-bae9-5e6a-aaf6-0deb27bf3101
Virbac Effitix lašai nuo blusų ir erkių šunims, 1 pipetė : Gyvūno svoris - nuo 1,5 iki 4 kg, Pakuotė vaistai - 1 pipetė;https://vet1.lt/p/virbac-effitix-lasai-nuo-blusu-ir-erkiu-sunims#/gyvuno_svoris-nuo_15_iki_4_kg/pakuote_vaistai-1_pipete;d2683bb6-35f0-56c6-80c1-d0d87ba7ee4e
Virbac Effitix lašai nuo blusų ir erkių šunims, 1 pipetė : Gyvūno svoris - nuo 10 iki 20 kg, Pakuotė vaistai - 1 pipetė;https://vet1.lt/p/virbac-effitix-lasai-nuo-blusu-ir-erkiu-sunims#/gyvuno_svoris-nuo_10_iki_20_kg/pakuote_vaistai-1_pipete;ab461fde-8abb-5a87-b016-7805f240fe85
Virbac Effitix lašai nuo blusų ir erkių šunims, 1 pipetė : Gyvūno svoris - nuo 20 iki 40 kg, Pakuotė vaistai - 1 pipetė;https://vet1.lt/p/virbac-effitix-lasai-nuo-blusu-ir-erkiu-sunims#/gyvuno_svoris-nuo_20_iki_40_kg/pakuote_vaistai-1_pipete;cd92c90d-6dd4-5503-bad5-6cc64f5e265a
Virbac Effitix lašai nuo blusų ir erkių šunims, 1 pipetė : Gyvūno svoris - nuo 4 iki 10 kg, Pakuotė vaistai - 1 pipetė;https://vet1.lt/p/virbac-effitix-lasai-nuo-blusu-ir-erkiu-sunims#/gyvuno_svoris-nuo_4_iki_10_kg/pakuote_vaistai-1_pipete;952acce7-cd8a-5064-bea7-8c9115e2864a
Scruffs Expedition vandeniui atsparus guolis šunims : Dydžiai - M, Spalvos - Pilka;https://vet1.lt/p/scruffs-expedition-vandeniui-atsparus-guolis-sunims#/spalvos-pilka/dydziai-m;63616261-2166-5144-b218-62ff1c959c63
Scruffs Expedition vandeniui atsparus guolis šunims : Dydžiai - L, Spalvos - Pilka;https://vet1.lt/p/scruffs-expedition-vandeniui-atsparus-guolis-sunims#/spalvos-pilka/dydziai-l;9aeb827b-b453-58b0-a07e-70f86e32da96
Scruffs Expedition vandeniui atsparus guolis šunims : Dydžiai - M, Spalvos - Chaki;https://vet1.lt/p/scruffs-expedition-vandeniui-atsparus-guolis-sunims#/dydziai-m/spalvos-chaki;93041765-ff01-5cf2-a393-275add8e0371
Scruffs Expedition vandeniui atsparus guolis šunims : Dydžiai - L, Spalvos - Chaki;https://vet1.lt/p/scruffs-expedition-vandeniui-atsparus-guolis-sunims#/dydziai-l/spalvos-chaki;872f99fd-5736-556b-8239-cff49bc49ed5
Rycarfa Flavour tabletės šunims uždegimui ir skausmui mažinti : Pakuotė vaistai - 10 tablečių / 20 mg;https://vet1.lt/p/rycarfa-flavour-tabletes-sunims-uzdegimui-ir-skausmui-mazinti#/pakuote_vaistai-10_tableciu_20_mg;266b0a27-2aba-56d4-8667-fabb86abfb35
Rycarfa Flavour tabletės šunims uždegimui ir skausmui mažinti : Pakuotė vaistai - 10 tablečių / 50 mg;https://vet1.lt/p/rycarfa-flavour-tabletes-sunims-uzdegimui-ir-skausmui-mazinti#/pakuote_vaistai-10_tableciu_50_mg;c75a685d-81bc-5f47-9efc-45fbc3ce71d9
Rycarfa Flavour tabletės šunims uždegimui ir skausmui mažinti : Pakuotė vaistai - 10 tablečių / 100 mg;https://vet1.lt/p/rycarfa-flavour-tabletes-sunims-uzdegimui-ir-skausmui-mazinti#/pakuote_vaistai-10_tableciu_100_mg;2acb15cf-40d3-5927-bb10-c5ce4bd7731c
